timestamp,jetson_emc_freq,jetson_gpu_freq,jetson_total_cpu_usage,jetson_ram_usage,jetson_temperature,jetson_swap_usage
10/23/2024 1:36,0,0,3.416666667,7662,39.781,0
10/23/2024 1:36,0,0,3.5,7658,39.781,0
10/23/2024 1:36,0,0,3.416666667,7656,39.875,0
10/23/2024 1:37,0,0,4.083333333,7656,39.718,0
10/23/2024 1:37,0,0,3.666666667,7659,39.812,0
10/23/2024 1:37,0,0,3.75,7667,40.062,0
10/23/2024 1:37,0,0,3.666666667,7652,39.812,0
10/23/2024 1:38,0,0,3.583333333,7667,39.906,0
10/23/2024 1:38,0,0,3.583333333,7652,39.937,0
10/23/2024 1:38,0,0,3,7658,39.968,0
10/23/2024 1:38,0,0,3.333333333,7663,40.156,0
10/23/2024 1:39,0,0,3.416666667,7601,39.843,0
10/23/2024 1:39,0,0,3,7616,40.281,0
10/23/2024 1:39,0,0,3.333333333,7635,39.906,0
10/23/2024 1:39,0,0,3.916666667,7655,40.031,0
10/23/2024 1:40,0,0,3.916666667,7658,39.875,0
10/23/2024 1:40,0,0,3.916666667,7661,39.875,0
10/23/2024 1:40,0,0,3.666666667,7657,39.875,0
10/23/2024 1:40,0,0,3.833333333,7665,39.937,0
10/23/2024 1:41,0,0,3.75,7664,40.218,0
10/23/2024 1:41,0,0,3.333333333,7658,39.843,0
10/23/2024 1:41,0,0,3.666666667,7666,39.875,0
10/23/2024 1:41,0,0,3.333333333,7661,39.906,0
10/23/2024 1:42,0,0,2.833333333,7666,40.062,0
10/23/2024 1:42,0,0,3.75,7669,39.812,0
10/23/2024 1:42,0,0,3.416666667,7662,40.093,0
10/23/2024 1:42,0,0,3.416666667,7663,39.812,0
10/23/2024 1:43,0,0,3.5,7634,40.187,0
10/23/2024 1:43,0,0,3.5,7641,39.812,0
10/23/2024 1:43,0,0,2.916666667,7637,39.843,0
10/23/2024 1:43,0,0,3.583333333,7640,39.781,0
10/23/2024 1:44,0,0,3.583333333,7664,39.906,0
10/23/2024 1:44,0,0,3.166666667,7666,39.812,0
10/23/2024 1:44,0,0,3.416666667,7663,39.843,0
10/23/2024 1:44,0,0,3.083333333,7658,39.843,0
10/23/2024 1:45,0,0,3.5,7664,39.937,0
10/23/2024 1:45,0,0,3.333333333,7657,39.843,0
10/23/2024 1:45,0,0,3.083333333,7660,39.937,0
10/23/2024 1:45,0,0,3.666666667,7658,40.218,0
10/23/2024 1:46,0,0,3.5,7664,39.906,0
10/23/2024 1:46,0,0,3.25,7665,40.031,0
10/23/2024 1:46,0,0,3.75,7669,39.968,0
10/23/2024 1:46,0,0,3.083333333,7666,40.156,0
10/23/2024 1:47,0,0,3.5,7649,39.937,0
10/23/2024 1:47,0,0,3.916666667,7651,40.062,0
10/23/2024 1:47,0,0,3.416666667,7671,39.937,0
10/23/2024 1:47,0,0,3.916666667,7658,39.968,0
10/23/2024 1:48,0,0,3.5,7667,39.937,0
10/23/2024 1:48,0,0,3.333333333,7672,40.187,0
10/23/2024 1:48,0,0,3.75,7673,39.875,0
10/23/2024 1:48,0,0,4.166666667,7667,40.031,0
10/23/2024 1:49,0,0,3.333333333,7667,39.968,0
10/23/2024 1:49,0,0,3.916666667,7669,40.062,0
10/23/2024 1:49,0,0,2.833333333,7664,40.062,0
10/23/2024 1:49,0,0,4,7663,39.781,0
10/23/2024 1:50,0,0,3.583333333,7667,40.093,0
10/23/2024 1:50,0,0,3.833333333,7660,39.937,0
10/23/2024 1:50,0,0,4,7665,40.218,0
10/23/2024 1:50,0,0,3.833333333,7664,40.25,0
10/23/2024 1:51,0,0,3.083333333,7654,40.125,0
10/23/2024 1:51,0,0,3.666666667,7642,39.718,0
10/23/2024 1:51,0,0,4,7649,39.937,0
10/23/2024 1:51,0,0,3.083333333,7660,39.812,0
10/23/2024 1:52,0,0,3.333333333,7666,39.718,0
10/23/2024 1:52,0,0,3.166666667,7661,39.875,0
10/23/2024 1:52,0,0,3.416666667,7688,39.937,0
10/23/2024 1:52,0,0,3.75,7684,39.812,0
10/23/2024 1:53,0,0,3.333333333,7679,39.781,0
10/23/2024 1:53,0,0,3.833333333,7679,40,0
10/23/2024 1:53,0,0,3.166666667,7683,39.812,0
10/23/2024 1:53,0,0,3.083333333,7687,39.843,0
10/23/2024 1:54,0,0,3.666666667,7690,39.937,0
10/23/2024 1:54,0,0,3.666666667,7689,39.843,0
10/23/2024 1:54,0,0,3.083333333,7682,39.968,0
10/23/2024 1:54,0,0,3.75,7686,39.875,0
10/23/2024 1:55,0,0,3.083333333,7690,39.937,0
10/23/2024 1:55,0,0,3.333333333,7681,39.812,0
10/23/2024 1:55,0,0,3.333333333,7681,39.937,0
10/23/2024 1:55,0,0,3.666666667,7691,40.062,0
10/23/2024 1:56,0,0,3.5,7688,39.906,0
